learning_rate,lambda_sym_max,symmetry_layer,test_task_loss,test_sym_loss
0.0003,0.0,1,9.10352550818061e-05,364.36146545410156
0.0003,0.0,2,9.10352550818061e-05,173.04458141326904
0.0003,0.0,3,9.10352550818061e-05,30.367069244384766
0.0003,0.0,4,9.10352550818061e-05,3.692045971751213
0.0003,0.0,5,9.10352550818061e-05,0.342356625944376
0.0003,0.0,6,9.10352550818061e-05,0.04170990688726306
0.0003,0.0,-1,9.10352550818061e-05,2.518161648623618e-05
0.0003,0.1,1,0.0024482333137711976,2.0351962753961672e-09
