learning_rate,lambda_sym_max,symmetry_layer,test_task_loss,test_sym_loss
0.0001,0,1,0.00020400412563503778,691.7218971252441
0.0001,0,2,0.00020400412563503778,293.1969394683838
0.0001,0,3,0.00020400412563503778,58.661426067352295
0.0001,0,4,0.00020400412563503778,7.556298404932022
0.0001,0,-1,0.00020400412563503778,9.239526849569302e-05
0.0001,0.001,1,0.002852046614862047,0.16817503329366446
0.0001,0.001,2,0.002871184278774308,4.516502758633578e-05
0.0001,0.001,3,6.208480147051887e-05,0.021380547317676246
0.0001,0.001,4,0.0004385298152556061,0.028502364177256823
0.0001,0.001,-1,0.00014058324313737103,7.076861155042025e-05
0.0001,0.003,1,0.0028650305939663667,0.059098557103425264
0.0001,0.003,2,0.0028711752966046333,5.182645554668852e-05
0.0001,0.003,3,0.00033481539776403224,0.024013088666833937
0.0001,0.003,4,9.153745668299962e-05,0.00691922169062309
0.0001,0.003,-1,0.0001071871130307045,5.3448698736247024e-05
0.0001,0.01,1,0.0028708728059427813,0.03774053300730884
0.0001,0.01,2,0.002871233198675327,6.312862296908861e-05
0.0001,0.01,3,6.447561088407383e-05,0.004057603204273619
0.0001,0.01,4,0.0001284275078887731,0.0037760949198855087
0.0001,0.01,-1,0.0001773064657299983,7.34745586896679e-05
0.0001,0.03,1,0.002870650652766926,0.0314787708921358
0.0001,0.03,2,0.0028714013496937696,3.211527109669987e-05
0.0001,0.03,3,6.721689544519904e-05,0.0017803278751671314
0.0001,0.03,4,5.322035065091768e-05,0.0009433781051484402
0.0001,0.03,-1,0.0001394738962972042,9.056353951564233e-05
0.0001,0.1,1,0.0028728312681778334,0.029500692849978805
0.0001,0.1,2,0.0028714723375742324,2.2775258798901632e-05
0.0001,0.1,3,0.00012543010359422624,0.0008311108358611818
0.0001,0.1,4,4.033893765154062e-05,0.0003134856469841907
0.0001,0.1,-1,0.00022964248637435958,0.00017014688114613818
0.0001,0.2,1,0.0028665756035479717,0.029247558559291065
0.0001,0.2,2,0.002871681055694353,1.6167502508324105e-05
0.0001,0.2,3,0.0004037402354697406,0.0005993762533762492
0.0001,0.2,4,0.00014210323797669844,0.0006173069341457449
0.0001,0.2,-1,7.157916843425483e-05,1.9781469660529183e-05
0.0001,0.3,1,0.00287365432450315,0.029170961817726493
0.0001,0.3,2,0.0028713637802866288,2.8609741320906323e-05
0.0001,0.3,3,0.00018033854576060548,0.00036116442061029375
0.0001,0.3,4,6.265406045713462e-05,0.00018292414006282343
0.0001,0.3,-1,0.00020483476691879332,3.374054384153169e-05
0.0001,0.5,1,0.0028670232168224175,0.02913828077726066
0.0001,0.5,2,0.002871402997698169,2.4712608592381002e-05
0.0001,0.5,3,0.00018046696914097993,0.00020900307572446764
0.0001,0.5,4,7.329362438213138e-05,0.00014359731630975148
0.0001,0.5,-1,5.1853482545993757e-05,1.4381993338474786e-05
0.0001,1.0,1,0.0028669260609603953,0.029120605438947678
0.0001,1.0,2,0.0028718698013108224,1.642359291054163e-05
0.0001,1.0,3,0.0001659691424720222,0.0001717144668873516
0.0001,1.0,4,0.00034006608302661334,0.0002018408413277939
0.0001,1.0,-1,6.816312543378444e-05,2.25053710209977e-05
0.0001,2.0,1,0.002867794843041338,0.02911326684989035
0.0001,2.0,2,0.00287161403321079,2.35670551091971e-05
0.0001,2.0,3,0.00029949367490189616,0.00013754329665971454
0.0001,2.0,4,0.00012286933178984327,5.418969112724881e-05
0.0001,2.0,-1,6.719686371070566e-05,2.4933477192234932e-05
0.0001,3.0,1,0.002868320887500886,0.029110676725395024
0.0001,3.0,2,0.0028718807225232013,1.233093570363053e-05
0.0001,3.0,3,0.0004176357851974899,6.883424043735431e-05
0.0001,3.0,4,0.00011795388900281978,4.379891925054835e-05
0.0001,3.0,-1,5.968074503925891e-05,1.628801547326475e-05
0.0001,5.0,1,0.00286781447721296,0.029110106523148715
0.0001,5.0,2,0.002871456261345884,1.000870349798788e-05
0.0001,5.0,3,0.0005170057975192321,5.464372884489421e-05
0.0001,5.0,4,0.0001370192771901202,2.5665048838163784e-05
0.0001,5.0,-1,7.33943396653558e-05,1.2991200293299698e-05
0.0001,10.0,1,0.0028650148888118565,0.02910966391209513
0.0001,10.0,2,0.002871448545192834,3.0059794994485856e-05
0.0001,10.0,3,0.0006262114811761421,3.863967071993102e-05
0.0001,10.0,4,0.0002456974470987916,2.800294976168516e-05
0.0001,10.0,-1,0.0001172546033103572,9.186448856723928e-06
0.0001,100.0,1,0.002867580911697587,0.02910901140421629
0.0001,100.0,2,0.002872016848414205,1.7964741289233643e-05
0.0001,100.0,3,0.002853806880011689,5.3117340428343596e-06
0.0001,100.0,4,0.002871328488254221,6.939037922037983e-08
0.0001,100.0,-1,0.0007982548459040117,6.891824242849509e-06
0.0001,0.0,,0.00020400412563503778,0.0
