learning_rate,lambda_sym_max,symmetry_layer,test_task_loss,test_sym_loss
0.0001,0,1,0.00010129958673132933,117.40146160125732
0.0001,0,2,0.00010129958673132933,25.97174096107483
0.0001,0,3,0.00010129958673132933,4.7271155416965485
0.0001,0,4,0.00010129958673132933,0.8284939788281918
0.0001,0,5,0.00010129958673132933,0.1527922609820962
0.0001,0,6,0.00010129958673132933,0.03619507770054042
0.0001,0,-1,0.00010129958673132933,3.911733341510626e-05
0.0001,0.001,1,0.00029264294425956905,0.8960530273616314
0.0001,0.001,2,0.00010520517048462352,0.02861487725749612
0.0001,0.001,3,0.00014445233159676718,0.010849760030396283
0.0001,0.001,4,9.386200736116734e-05,0.005090020218631253
0.0001,0.001,5,8.379160249205597e-05,0.003378603229066357
0.0001,0.001,6,8.579202437886124e-05,0.001800185869797133
0.0001,0.001,-1,0.00011028611402252864,4.141069064189651e-05
0.0001,0.003,1,0.00039339128397841705,0.2741020265966654
0.0001,0.003,2,0.00013134581786289345,0.012935584294609725
0.0001,0.003,3,0.0001873707986987938,0.005019215808715671
0.0001,0.003,4,0.00012253063414391363,0.004593397461576387
0.0001,0.003,5,8.764371295910678e-05,0.0013837649021297693
0.0001,0.003,6,9.046353204666957e-05,0.0008841826020216104
0.0001,0.003,-1,0.00010183700555899122,3.6419726598069246e-05
0.0001,0.01,1,0.0006071958232496399,0.10798887349665165
0.0001,0.01,2,0.00010913093069575552,0.005905181868001819
0.0001,0.01,3,0.00012679161557116458,0.002472589287208393
0.0001,0.01,4,0.00010429514418319741,0.0011448000404925551
0.0001,0.01,5,9.998795326282561e-05,0.0007541790218965616
0.0001,0.01,6,8.074500294696918e-05,0.00043872782407561317
0.0001,0.01,-1,0.00012060613858011493,4.3541289699078334e-05
0.0001,0.03,1,0.0035309633503857185,0.009819141356274486
0.0001,0.03,2,0.0001262457731172617,0.0026660763251129538
0.0001,0.03,3,0.0001655714385151441,0.00130579464166658
0.0001,0.03,4,0.00010651852562659769,0.0004524069845501799
0.0001,0.03,5,8.517024582488375e-05,0.00031593197309121024
0.0001,0.03,6,7.491498899980797e-05,0.0002074621825158829
0.0001,0.03,-1,9.650674337535747e-05,3.0381397095879947e-05
0.0001,0.1,1,0.0034805665331987257,0.0045062944845994934
0.0001,0.1,2,0.00017972792375076097,0.001188450783956796
0.0001,0.1,3,0.00014252163828132325,0.0005872285455552628
0.0001,0.1,4,9.312006909567572e-05,0.0002392226915617357
0.0001,0.1,5,9.07607179669867e-05,0.00014626999472966418
0.0001,0.1,6,5.3151834435993806e-05,7.64881883696944e-05
0.0001,0.1,-1,8.552683630114188e-05,2.6007019300777756e-05
0.0001,0.2,1,0.003480064340237732,0.00420050518005155
0.0001,0.2,2,0.00020902744927298045,0.0008213830878958106
0.0001,0.2,3,0.0001221170014105155,0.0003656237604445778
0.0001,0.2,4,8.871003092281171e-05,0.00013843971601090743
0.0001,0.2,5,7.099184836079075e-05,9.330492866865825e-05
0.0001,0.2,6,4.9888414423548966e-05,5.881027755094692e-05
0.0001,0.2,-1,7.074022846609296e-05,1.766359413579721e-05
