learning_rate,lambda_sym_max,symmetry_layer,test_task_loss,test_sym_loss
0.0001,0,1,0.0001610640626950044,391.4321460723877
0.0001,0,2,0.0001610640626950044,129.2764072418213
0.0001,0,3,0.0001610640626950044,28.68066942691803
0.0001,0,4,0.0001610640626950044,4.586538642644882
0.0001,0,5,0.0001610640626950044,0.679312489926815
0.0001,0,6,0.0001610640626950044,0.17863436322659254
0.0001,0,-1,0.0001610640626950044,3.556098221224602e-05
0.0001,0.001,1,0.0004703780005002045,0.9201183617115021
0.0001,0.001,2,0.001839408601881587,6.879134389237151e-05
0.0001,0.001,3,9.113607256949763e-05,0.016710523166693747
0.0001,0.001,4,0.00010292561273672618,0.009546620480250567
0.0001,0.001,5,0.0001308640680690587,0.006446647632401437
0.0001,0.001,6,0.00011580667296584579,0.004239796980982646
0.0001,0.001,-1,0.0001326307964291118,4.964973359733449e-05
0.0001,0.003,1,0.0018557476560090436,0.05544106219895184
0.0001,0.003,2,0.0018394207563687814,1.500640490803562e-05
0.0001,0.003,3,9.109751420055545e-05,0.006958174461033195
0.0001,0.003,4,8.224183517313577e-05,0.004357746569439769
0.0001,0.003,5,0.00011426350761212234,0.002615499746752903
0.0001,0.003,6,9.678567676019156e-05,0.0014656100756837986
0.0001,0.003,-1,0.00014421872992897988,4.5949254030119846e-05
0.0001,0.01,1,0.0018459761558915488,0.03237091901246458
0.0001,0.01,2,0.0018394112385067274,6.012087823137335e-06
0.0001,0.01,3,0.00011231165910885466,0.0033050786732928827
0.0001,0.01,4,6.705059843170602e-05,0.0020991351702832617
0.0001,0.01,5,7.387199025288282e-05,0.001215641364979092
0.0001,0.01,6,9.449137792216789e-05,0.0009822794854699168
0.0001,0.01,-1,0.0001108339783968404,4.393965355120599e-05
0.0001,0.03,1,0.0018411756645946298,0.02709767234046012
0.0001,0.03,2,0.0018394167500446201,6.412309744519007e-06
0.0001,0.03,3,0.00014498452708266996,0.001359764952212572
0.0001,0.03,4,5.943957626186602e-05,0.000851591867103707
0.0001,0.03,5,6.632166889630753e-05,0.00063632037199568
0.0001,0.03,6,6.018309409228095e-05,0.0004197290363663342
0.0001,0.03,-1,8.76039092645442e-05,3.5094144031688757e-05
0.0001,0.1,1,0.0018437529679431464,0.025884519680403173
0.0001,0.1,2,0.0018394175667708623,2.4115947496738954e-06
0.0001,0.1,3,0.00013532815046346514,0.0006070665622246452
0.0001,0.1,4,6.412538118638622e-05,0.00046339980872289743
0.0001,0.1,5,6.952764499601471e-05,0.00022556392741535092
0.0001,0.1,6,4.5773521833325503e-05,0.00011543042228367995
0.0001,0.1,-1,4.993675577225076e-05,1.7786327305202576e-05
0.0001,0.2,1,0.0018442427426634822,0.02574634738266468
0.0001,0.2,2,0.0018394164017081494,2.9189690451403294e-06
0.0001,0.2,3,9.502298951247212e-05,0.0003064638058276614
0.0001,0.2,4,7.424829391311505e-05,0.0002547086915001273
0.0001,0.2,5,5.805803607472626e-05,0.00013670573844137834
0.0001,0.2,6,6.072029020742775e-05,9.24425944504037e-05
0.0001,0.2,-1,4.794512460648548e-05,1.3574375117286763e-05
0.0001,0.3,1,0.0018418539557387703,0.02576365799177438
0.0001,0.3,2,0.0018394169528619386,4.07450775696816e-06
0.0001,0.3,3,0.0001296446071137325,0.0002572074545241776
0.0001,0.3,4,7.149826683416904e-05,0.00022823379549663514
0.0001,0.3,5,6.798687377340684e-05,0.00010608332468109438
0.0001,0.3,6,6.579323508049129e-05,7.430175492117996e-05
0.0001,0.3,-1,3.774812546453177e-05,9.887766193372727e-06
0.0001,0.5,1,0.0018488827045075595,0.02572289784438908
0.0001,0.5,2,0.001839415435824776,4.194511305399828e-06
0.0001,0.5,3,0.0001258219747342082,0.00014510720302496338
0.0001,0.5,4,9.75793659563351e-05,0.0001659877543715993
0.0001,0.5,5,8.430367756773194e-05,7.976911228979588e-05
0.0001,0.5,6,5.1274126235512085e-05,4.667510188482993e-05
0.0001,0.5,-1,5.1630641905831e-05,1.124637917371274e-05
0.0001,1.0,1,0.0018465094344719546,0.025717000477015972
0.0001,1.0,2,0.001839415021095192,1.380515456617104e-06
0.0001,1.0,3,0.00023353823962679598,0.00010037772790383315
0.0001,1.0,4,0.00011190643408554024,6.0258240864641266e-05
0.0001,1.0,5,0.00011743735603886307,3.4129639857383154e-05
0.0001,1.0,6,4.809640734038112e-05,3.625523129358044e-05
0.0001,1.0,-1,4.0384308647389844e-05,8.264449633088589e-06
0.0001,2.0,1,0.0018404273332635057,0.025717913289554417
0.0001,2.0,2,0.001839415070207906,1.59771349217408e-05
0.0001,2.0,3,0.00047630260451114736,8.461989136776538e-05
0.0001,2.0,4,0.00014394761183211813,3.434073209973576e-05
0.0001,2.0,5,0.00011933655196116888,2.1819223661623255e-05
0.0001,2.0,6,0.00010435265971864283,2.1440735622491047e-05
0.0001,2.0,-1,3.287098491000506e-05,4.872370389819025e-06
0.0001,3.0,1,0.001839482876675902,0.02571979654021561
0.0001,3.0,2,0.0018394176568108378,1.7617526424373864e-06
0.0001,3.0,3,0.0007512690281146206,0.00011857560457428917
0.0001,3.0,4,0.0001801993034860061,2.674114011824713e-05
0.0001,3.0,5,0.00011013907487722463,1.307630930114101e-05
0.0001,3.0,6,0.00011033966984541621,9.307816355885734e-06
0.0001,3.0,-1,4.4811114776166505e-05,6.825703215085355e-06
0.0001,5.0,1,0.0018451335381541867,0.02572049922309816
0.0001,5.0,2,0.0018394101025478449,1.7137078245355042e-06
0.0001,5.0,3,0.0017465364826421137,2.7027308988181176e-05
0.0001,5.0,4,0.0013510558273992501,4.565947961054917e-05
0.0001,5.0,5,0.0001336014454409451,8.274346612324734e-06
0.0001,5.0,6,0.0001293413870371296,5.437553397769079e-06
0.0001,5.0,-1,4.396486656332854e-05,7.281862416164131e-06
0.0001,10.0,1,0.0018453864686307497,0.025720960926264524
0.0001,10.0,2,0.0018394176759102265,3.41233040046518e-06
0.0001,10.0,3,0.001839502687289496,3.105929252456008e-06
0.0001,10.0,4,0.001839437098169583,4.012200793823695e-08
0.0001,10.0,5,0.00036327174620964797,4.898806821529433e-06
0.0001,10.0,6,0.00014061775345908245,3.893467699356279e-06
0.0001,10.0,-1,5.2173592848703265e-05,3.755029808871768e-06
0.0001,100.0,1,0.0018430226573400432,0.02572120784316212
0.0001,100.0,2,0.0018394168864688254,4.82947395141764e-06
0.0001,100.0,3,0.0018395320612398791,2.1171382869056288e-06
0.0001,100.0,4,0.0018394389071545447,1.8029206794167862e-08
0.0001,100.0,5,0.0018394495109532727,1.6104618971723994e-08
0.0001,100.0,6,0.0010476817687958828,2.809842269968499e-06
0.0001,100.0,-1,0.00045388512626232114,1.2420326123141479e-06
0.0001,0.0,,0.0001610640626950044,0.0
