learning_rate,lambda_sym_max,mu_head,symmetry_layer,test_task_loss,test_sym_loss
0.0001,1.0,1.0,1,0.00011042184758025542,0.00015222095089484355
0.0001,1.0,1.0,2,0.00018100198872161855,4.396929307404207e-05
0.0001,1.0,1.0,3,0.00020644754317800107,5.3519651260103274e-05
0.0001,1.0,1.0,4,0.00015109191360807017,3.309347417257413e-05
0.0001,1.0,1.0,5,5.737149365359073e-05,1.4429764611634255e-05
0.0001,1.0,1.0,6,5.580373010616313e-05,1.0945836077524973e-05
0.0001,1.0,1.0,-1,4.3067733599855273e-05,1.1583982296059503e-05
0.0001,1.0,1.0,,0.00012698649373987791,0.0
