learning_rate,lambda_sym_max,mu_head,symmetry_layer,test_task_loss,test_sym_loss
0.0001,1.0,1.0,1,0.00024564987688791007,0.00013134872278897092
0.0001,1.0,1.0,2,0.0005273346600915829,8.558322792850959e-05
0.0001,1.0,1.0,3,0.0002555556452534802,3.4516261052885966e-05
0.0001,1.0,1.0,4,0.00025253761646126804,1.944384135299515e-05
0.0001,1.0,1.0,-1,7.812812441443384e-05,1.2886853085092298e-05
0.0001,1.0,1.0,,0.00025794951466195926,0.0
