learning_rate,lambda_sym_max,mu_head,symmetry_layer,test_task_loss,test_sym_loss
0.0001,1.0,1.0,1,0.0004721921395685058,9.917204306475469e-05
0.0001,1.0,1.0,2,0.0007957703091960866,5.700694282495533e-05
0.0001,1.0,1.0,3,0.0002659456295077689,5.0544155783427414e-05
0.0001,1.0,1.0,4,0.00010690651731692924,2.146619792142701e-05
0.0001,1.0,1.0,-1,9.976073579309741e-05,1.9777818977217976e-05
0.0001,1.0,1.0,,0.00047499480524493265,0.0
