learning_rate,lambda_sym_max,mu_head,symmetry_layer,test_task_loss,test_sym_loss
0.0001,1.0,1.0,1,6.814959203893522e-05,0.00016481299644510727
0.0001,1.0,1.0,2,0.00011725645003934915,7.596927287067956e-05
