learning_rate,lambda_sym_max,mu_head,symmetry_layer,test_task_loss,test_sym_loss
0.0001,1.0,1.0,1,0.00011014181040991389,0.00010409015067125438
0.0001,1.0,1.0,2,0.0002298831368534593,0.00011509445812407648
0.0001,1.0,1.0,3,0.00013901020065532066,4.6752605157962535e-05
0.0001,1.0,1.0,4,5.915886356433475e-05,1.6326530527521754e-05
0.0001,1.0,1.0,-1,7.260248685270199e-05,1.5762796692797565e-05
0.0001,1.0,1.0,,0.00010106640411322587,0.0
