learning_rate,lambda_sym_max,mu_head,symmetry_layer,test_task_loss,test_sym_loss
0.0001,1.0,1.0,1,0.00011063945783007512,0.00013799636781186564
0.0001,1.0,1.0,2,0.0002215402098499908,3.898432578353095e-05
0.0001,1.0,1.0,3,0.0005474506501741416,9.402181512996322e-05
0.0001,1.0,1.0,4,9.198601060234068e-05,2.0916570548479285e-05
0.0001,1.0,1.0,5,5.422359902240714e-05,1.154184273843839e-05
0.0001,1.0,1.0,6,5.061401577677316e-05,1.1880240769812644e-05
0.0001,1.0,1.0,-1,4.9465735401099664e-05,1.60530052824015e-05
0.0001,1.0,1.0,,0.0001219374800029982,0.0
