learning_rate,lambda_sym_max,mu_head,symmetry_layer,test_task_loss,test_sym_loss
0.0001,1.0,1.0,1,0.0001127635719058162,0.00010301566135240137
0.0001,1.0,1.0,2,0.0001302479868172668,3.655805733160378e-05
0.0001,1.0,1.0,3,0.00019569941377994837,6.644374229836103e-05
0.0001,1.0,1.0,4,8.890057381449878e-05,2.6559399131542705e-05
0.0001,1.0,1.0,5,6.86449358227037e-05,1.8015685014916016e-05
0.0001,1.0,1.0,6,7.717689823039109e-05,1.2359655926275082e-05
0.0001,1.0,1.0,-1,4.469127907213988e-05,1.0214681040565665e-05
0.0001,1.0,1.0,,8.238184511810687e-05,0.0
