learning_rate,lambda_sym_max,mu_head,symmetry_layer,test_task_loss,test_sym_loss
0.0001,1.0,1.0,1,0.000160377657493882,0.00011931089056815836
0.0001,1.0,1.0,2,0.00035525293696991866,9.844573492046038e-05
0.0001,1.0,1.0,3,0.00022445098102252814,4.388498786056516e-05
0.0001,1.0,1.0,4,9.207197490468388e-05,1.205028928552565e-05
0.0001,1.0,1.0,-1,7.230654773593415e-05,1.1859539284841958e-05
0.0001,1.0,1.0,,0.00016145891140695312,0.0
