learning_rate,lambda_sym_max,mu_head,symmetry_layer,test_task_loss,test_sym_loss
0.0001,1.0,1.0,1,8.7991156078715e-05,0.00017686903993308078
0.0001,1.0,1.0,2,0.00020238022443663795,8.181155430975195e-05
0.0001,1.0,1.0,3,0.0001497814523645502,3.850941004657216e-05
0.0001,1.0,1.0,4,4.199133070414973e-05,1.0262411279882144e-05
0.0001,1.0,1.0,-1,5.226787493484153e-05,7.601748919228157e-06
0.0001,1.0,1.0,,9.762538616087113e-05,0.0
