learning_rate,lambda_sym_max,mu_head,symmetry_layer,test_task_loss,test_sym_loss
0.0001,1.0,1.0,1,6.264768080654903e-05,0.00017334790754830465
0.0001,1.0,1.0,2,0.00012655990281018603,7.442942023772048e-05
0.0001,1.0,1.0,3,0.00025474684866821917,0.0001276094748163814
0.0001,1.0,1.0,4,8.177174061074766e-05,4.2689356320124716e-05
0.0001,1.0,1.0,5,4.9073848401803843e-05,1.4734585363385122e-05
0.0001,1.0,1.0,6,4.85170766637566e-05,1.0909879886611407e-05
0.0001,1.0,1.0,-1,4.826648284961266e-05,8.093440698075938e-06
0.0001,1.0,1.0,,7.519996529481432e-05,0.0
