learning_rate,lambda_sym_max,mu_head,symmetry_layer,test_task_loss,test_sym_loss
0.0001,1.0,1.0,1,7.193125691173918e-05,0.00022538933671967243
0.0001,1.0,1.0,2,6.864360199188013e-05,3.244010287062338e-05
0.0001,1.0,1.0,3,8.339212789110206e-05,4.132963618985741e-05
0.0001,1.0,1.0,4,6.376649605499551e-05,1.960009842605359e-05
0.0001,1.0,1.0,5,4.9700582394507364e-05,1.2315888042735423e-05
0.0001,1.0,1.0,6,3.507869467966884e-05,8.71390443535347e-06
0.0001,1.0,1.0,-1,3.469532421718213e-05,7.571330243649754e-06
0.0001,1.0,1.0,,5.9993647255396354e-05,0.0
