learning_rate,lambda_sym_max,mu_head,symmetry_layer,test_task_loss,test_sym_loss
0.0001,1.0,1.0,1,0.00015854120920266723,0.00011850181681438698
0.0001,1.0,1.0,2,0.00020916461471642833,6.756834477528173e-05
0.0001,1.0,1.0,3,0.00027534122818906326,4.670444195653545e-05
0.0001,1.0,1.0,4,8.5626019654228e-05,1.2841089443327292e-05
0.0001,1.0,1.0,-1,7.151744989641884e-05,1.2187564095711423e-05
0.0001,1.0,1.0,,0.00015053747847559862,0.0
