learning_rate,lambda_sym_max,mu_head,symmetry_layer,test_task_loss,test_sym_loss
0.0001,1.0,1.0,1,0.00016353654234535497,0.00019112988957203925
0.0001,1.0,1.0,2,0.00020916454491270997,4.732626302939025e-05
0.0001,1.0,1.0,3,0.00028285126018090523,9.976238857234421e-05
0.0001,1.0,1.0,4,7.671006676446268e-05,2.430284624210799e-05
0.0001,1.0,1.0,5,4.064335826114984e-05,1.3373791418302972e-05
0.0001,1.0,1.0,6,4.139925994195437e-05,8.215897807417605e-06
0.0001,1.0,1.0,-1,4.85789109916368e-05,1.1456249808361463e-05
0.0001,1.0,1.0,,0.00014307378125977266,0.0
