learning_rate,lambda_sym_max,mu_head,symmetry_layer,test_task_loss,test_sym_loss
0.0001,1.0,1.0,1,0.00010889367956679052,0.00014772780559724197
0.0001,1.0,1.0,2,0.0001593114141087426,3.5089769880869426e-05
0.0001,1.0,1.0,3,0.0001919978467412875,7.108142688139196e-05
0.0001,1.0,1.0,4,8.897722955225618e-05,2.603693849323463e-05
0.0001,1.0,1.0,5,7.391411168100603e-05,1.4433580176387295e-05
0.0001,1.0,1.0,6,4.9731683816389705e-05,9.282042476854713e-06
0.0001,1.0,1.0,-1,5.3775399919686606e-05,7.575340724486068e-06
0.0001,1.0,1.0,,0.00010150868843084027,0.0
