learning_rate,lambda_sym_max,mu_head,symmetry_layer,test_task_loss,test_sym_loss
0.0001,1.0,1.0,1,5.57364210749256e-05,0.00014699643725180067
0.0001,1.0,1.0,2,8.168597605617833e-05,4.899085206488962e-05
0.0001,1.0,1.0,3,0.00013516256672119198,5.025861059948511e-05
0.0001,1.0,1.0,4,8.670412194078381e-05,1.3292186793023575e-05
0.0001,1.0,1.0,5,6.019647850052934e-05,7.397991574009666e-06
0.0001,1.0,1.0,6,4.6354738856280164e-05,7.448855882330463e-06
0.0001,1.0,1.0,-1,4.185138186585391e-05,6.360664819737849e-06
0.0001,1.0,1.0,,5.3038647365610814e-05,0.0
