learning_rate,lambda_sym_max,mu_head,symmetry_layer,test_task_loss,test_sym_loss
0.0001,1.0,1.0,1,7.380982549420878e-05,0.00017450630093662767
0.0001,1.0,1.0,2,0.00013606463585347228,3.756774606245017e-05
0.0001,1.0,1.0,3,0.00016006971509341383,6.41382408730351e-05
0.0001,1.0,1.0,4,7.052428338738537e-05,2.3357198841722493e-05
0.0001,1.0,1.0,5,7.060373229705874e-05,1.3247039248653891e-05
0.0001,1.0,1.0,6,6.695921410937444e-05,1.2892815803411395e-05
0.0001,1.0,1.0,-1,4.679313269662089e-05,1.3404939259942239e-05
0.0001,1.0,1.0,,0.00010386658959760098,0.0
