learning_rate,lambda_sym_max,mu_head,symmetry_layer,test_task_loss,test_sym_loss
0.0001,1.0,1.0,1,9.246919194083603e-05,0.0001653431363592972
0.0001,1.0,1.0,2,0.0001576695797211869,4.12451305464856e-05
0.0001,1.0,1.0,3,0.00015571182098028657,6.71326814654094e-05
0.0001,1.0,1.0,4,7.242922720251954e-05,2.0324747538325028e-05
0.0001,1.0,1.0,5,5.323150890035322e-05,1.3225701067653972e-05
0.0001,1.0,1.0,6,4.0644739328854484e-05,8.740507325910585e-06
0.0001,1.0,1.0,-1,3.54486576270574e-05,8.691303932550909e-06
0.0001,1.0,1.0,,9.590282274984929e-05,0.0
