learning_rate,lambda_sym_max,mu_head,symmetry_layer,test_task_loss,test_sym_loss
0.0001,1.0,1.0,1,7.921914527742047e-05,9.536541710986057e-05
0.0001,1.0,1.0,2,0.0002313093443717662,4.227492104291741e-05
0.0001,1.0,1.0,3,0.00022251898371905554,7.741863191768061e-05
0.0001,1.0,1.0,4,0.00014553678056472563,4.536045292979907e-05
0.0001,1.0,1.0,5,4.039748307604896e-05,1.879548204897219e-05
0.0001,1.0,1.0,6,6.65602499339002e-05,1.76115298984314e-05
0.0001,1.0,1.0,-1,4.736106927794026e-05,9.550138116765083e-06
0.0001,1.0,1.0,,6.871485038573155e-05,0.0
