learning_rate,lambda_sym_max,mu_head,symmetry_layer,test_task_loss,test_sym_loss
0.0001,1.0,1.0,1,0.00010919436658696213,0.00011320866769892746
0.0001,1.0,1.0,2,0.00026175760558544425,6.880629928218696e-05
0.0001,1.0,1.0,3,0.00015286098823708016,4.146862204379431e-05
0.0001,1.0,1.0,4,8.223799250117736e-05,1.8242219027797546e-05
0.0001,1.0,1.0,-1,6.392482475803263e-05,1.185994435104476e-05
0.0001,1.0,1.0,,0.00011671449203731754,0.0
