learning_rate,lambda_sym_max,mu_head,symmetry_layer,test_task_loss,test_sym_loss
0.0001,1.0,1.0,1,0.00010734655631949863,0.00014084589020058047
0.0001,1.0,1.0,2,0.00021034458768554032,5.766115123151394e-05
0.0001,1.0,1.0,3,0.00014733420130141894,3.475745279502007e-05
0.0001,1.0,1.0,4,5.774325688889803e-05,1.2741935321969322e-05
0.0001,1.0,1.0,-1,4.292989513032808e-05,8.63970458908625e-06
0.0001,1.0,1.0,,0.0001315433961508461,0.0
