learning_rate,lambda_sym_max,mu_head,symmetry_layer,test_task_loss,test_sym_loss
0.0001,1.0,1.0,1,0.00019672564121719915,0.00012661543814829201
0.0001,1.0,1.0,2,0.0003603380155254854,0.00010535476803852362
0.0001,1.0,1.0,3,0.0002289360018039588,5.432733269117307e-05
0.0001,1.0,1.0,4,7.408322471746942e-05,1.3838473066130064e-05
0.0001,1.0,1.0,-1,6.123736375229782e-05,1.4610465285613827e-05
0.0001,1.0,1.0,,0.0002003228944431612,0.0
