learning_rate,lambda_sym_max,mu_head,symmetry_layer,test_task_loss,test_sym_loss
0.0001,1.0,1.0,1,8.13292665498011e-05,0.00023840818084863713
0.0001,1.0,1.0,2,0.0001442771140318655,5.015553620069113e-05
0.0001,1.0,1.0,3,0.0002225246682883153,9.857134523372224e-05
0.0001,1.0,1.0,4,0.00013426705254460103,2.7208458419636372e-05
0.0001,1.0,1.0,5,7.723509418156027e-05,1.6928377064573397e-05
0.0001,1.0,1.0,6,5.809585286442598e-05,1.1031727993326967e-05
0.0001,1.0,1.0,-1,5.1328683753126825e-05,1.236296523643432e-05
0.0001,1.0,1.0,,0.00010975101429266942,0.0
