learning_rate,lambda_sym_max,mu_head,symmetry_layer,test_task_loss,test_sym_loss
0.0001,1.0,1.0,1,5.6535697353865544e-05,0.00010641857852533576
0.0001,1.0,1.0,2,9.922459196332056e-05,4.1449138734606095e-05
0.0001,1.0,1.0,3,0.00012653319731725787,5.855435517787555e-05
0.0001,1.0,1.0,4,6.920902069396107e-05,2.042498680054905e-05
0.0001,1.0,1.0,5,3.851306587421277e-05,8.307653295958062e-06
0.0001,1.0,1.0,6,3.447817914548068e-05,1.1381525332865294e-05
0.0001,1.0,1.0,-1,2.7466255460240063e-05,7.453613687147254e-06
0.0001,1.0,1.0,,6.0608492503888556e-05,0.0
