learning_rate,lambda_sym_max,symmetry_layer,test_task_loss,test_sym_loss
0.0001,0,1,9.920466936819139e-05,735.569694519043
0.0001,0,2,9.920466936819139e-05,347.4059715270996
0.0001,0,3,9.920466936819139e-05,74.87516260147095
0.0001,0,4,9.920466936819139e-05,8.868894428014755
0.0001,0,-1,9.920466936819139e-05,3.748168950323816e-05
0.0001,0.001,1,0.003947257882828126,0.568858839571476
0.0001,0.001,2,0.003957418044592487,4.83811754747876e-05
0.0001,0.001,3,5.831136627421074e-05,0.02222107967827469
0.0001,0.001,4,7.683436092520424e-05,0.010350124794058502
0.0001,0.001,-1,0.00010114609835909505,4.054029142253057e-05
0.0001,0.003,1,0.003956064778321888,0.07253977609798312
0.0001,0.003,2,0.003957417437050026,0.00014430934606934898
0.0001,0.003,3,6.470201606134651e-05,0.009019511984661222
0.0001,0.003,4,5.9222420418336696e-05,0.003897159331245348
0.0001,0.003,-1,8.282499970846402e-05,3.794696931436192e-05
0.0001,0.01,1,0.003956020373152569,0.04238199512474239
0.0001,0.01,2,0.003957412569434382,0.0001250249306394835
0.0001,0.01,3,7.203092809504597e-05,0.005247610213700682
0.0001,0.01,4,5.814250903313223e-05,0.0015789507306180894
0.0001,0.01,-1,8.958997045738215e-05,3.541925235595045e-05
0.0001,0.03,1,0.003956413711421192,0.03924153745174408
0.0001,0.03,2,0.0039574137481395155,0.0001916538903969922
0.0001,0.03,3,6.648651492469071e-05,0.0013488896147464402
0.0001,0.03,4,6.366007426095166e-05,0.0009834707161644474
0.0001,0.03,-1,7.924308124529489e-05,3.0170092713888153e-05
0.0001,0.1,1,0.003955784792196937,0.03861590917222202
0.0001,0.1,2,0.003957411492592655,0.00011371909431545646
0.0001,0.1,3,5.6905596693468397e-05,0.0007386737597698811
0.0001,0.1,4,5.195301639560057e-05,0.0003249947912991047
0.0001,0.1,-1,8.570647219130478e-05,2.6005119877936522e-05
0.0001,0.2,1,0.003956283453590004,0.03855407377704978
0.0001,0.2,2,0.0039574090515088756,0.0001452438227715902
0.0001,0.2,3,0.00010311201185686514,0.00042881796616711654
0.0001,0.2,4,7.483775743821752e-05,0.0003015972069988493
0.0001,0.2,-1,5.413577150648052e-05,1.8181589354071548e-05
0.0001,0.3,1,0.00395607980681234,0.03855197411030531
0.0001,0.3,2,0.003957409906433895,0.00015883811829553451
0.0001,0.3,3,0.00011059003213631513,0.0005535537693504011
0.0001,0.3,4,5.8846689398706076e-05,0.00020263562964828452
0.0001,0.3,-1,5.718248007724469e-05,1.2082873325880428e-05
0.0001,0.5,1,0.003956157059292309,0.03854179149493575
0.0001,0.5,2,0.003957413813623134,0.0001424003748979885
0.0001,0.5,3,0.00014849626131763216,0.00021676508640666725
0.0001,0.5,4,0.00012049923907397897,0.00017234013193956343
0.0001,0.5,-1,4.504582977915561e-05,9.699372043314725e-06
0.0001,1.0,1,0.003955381223931909,0.03854128159582615
0.0001,1.0,2,0.003957409724534955,0.00010297736389475176
0.0001,1.0,3,0.00021581509281531908,0.00019605352463258896
0.0001,1.0,4,0.0001287660800244339,7.29325886368315e-05
0.0001,1.0,-1,4.422348104071716e-05,1.0258400862994677e-05
0.0001,2.0,1,0.003955620668421034,0.03853836189955473
0.0001,2.0,2,0.003957412776799174,0.00014453480707743438
0.0001,2.0,3,0.00028836603269155603,0.0001399513084834325
0.0001,2.0,4,0.0001386653161716822,5.8334293271400384e-05
0.0001,2.0,-1,3.667990802114218e-05,8.528699581233923e-06
0.0001,3.0,1,0.003956393287808169,0.03853761893697083
0.0001,3.0,2,0.003957409164286219,0.0001193283565044112
0.0001,3.0,3,0.0002500217847227759,4.5586165242639254e-05
0.0001,3.0,4,0.00014535729087583604,3.473016431598808e-05
0.0001,3.0,-1,5.389962279878091e-05,1.1672953718289136e-05
0.0001,5.0,1,0.003955369546019938,0.038537638960406184
0.0001,5.0,2,0.003957414166507078,0.00015887969948380487
0.0001,5.0,3,0.000620097456703661,6.907789702381706e-05
0.0001,5.0,4,0.00015205548970698146,2.465258683059801e-05
0.0001,5.0,-1,7.186345783338766e-05,1.1494668854084011e-05
0.0001,10.0,1,0.003955708827561466,0.03853675094433129
0.0001,10.0,2,0.003957415883633075,0.00013296405495566432
0.0001,10.0,3,0.0019501847127685323,6.50641841275501e-05
0.0001,10.0,4,0.00020590071699189139,1.9175909642399347e-05
0.0001,10.0,-1,7.928653121780371e-05,6.728140903078383e-06
0.0001,100.0,1,0.0039564548824273515,0.038536653155460954
0.0001,100.0,2,0.003957408975111321,0.0001319245993727236
0.0001,100.0,3,0.003957413457101211,6.637883507210063e-05
0.0001,100.0,4,0.003957411958253942,3.6704039807489153e-07
0.0001,100.0,-1,0.0009791438842512434,3.885142081827553e-06
0.0001,0.0,,9.920466936819139e-05,0.0
