learning_rate,lambda_sym_max,symmetry_layer,test_task_loss,test_sym_loss
0.0001,0,1,7.074360723891004e-05,759.049674987793
0.0001,0,2,7.074360723891004e-05,332.9183540344238
0.0001,0,3,7.074360723891004e-05,58.22335886955261
0.0001,0,4,7.074360723891004e-05,6.635308682918549
0.0001,0,-1,7.074360723891004e-05,2.904566943584541e-05
0.0001,0.001,1,0.001903948029394087,0.22487816214561462
0.0001,0.001,2,0.0008312093050335534,0.49429086595773697
0.0001,0.001,3,3.324938074911188e-05,0.02328619675245136
0.0001,0.001,4,5.27680459754265e-05,0.00856529243174009
0.0001,0.001,-1,0.00011652363855318981,6.392034606506058e-05
0.0001,0.003,1,0.0018984331836691126,0.07840732717886567
0.0001,0.003,2,0.0019192980653315317,5.818817271574517e-05
0.0001,0.003,3,4.475494893085852e-05,0.009270190261304379
0.0001,0.003,4,4.1681919469738204e-05,0.0035934109037043527
0.0001,0.003,-1,7.675192136957776e-05,2.824247604849006e-05
0.0001,0.01,1,0.0019131839198962552,0.05383927933871746
0.0001,0.01,2,0.0019191619185221498,5.783712617812853e-05
0.0001,0.01,3,5.6445748100486526e-05,0.0034922798367915675
0.0001,0.01,4,3.656127665863096e-05,0.0016161930761882104
0.0001,0.01,-1,9.210160283146251e-05,4.3098949163322686e-05
0.0001,0.03,1,0.0019134297472191975,0.04912529815919697
0.0001,0.03,2,0.0019191915680494276,6.378003922691278e-05
0.0001,0.03,3,8.30890112410998e-05,0.0020852957532042637
0.0001,0.03,4,7.13456281573599e-05,0.0012314111227169633
0.0001,0.03,-1,7.443705840159964e-05,3.220083362975856e-05
0.0001,0.1,1,0.0019105352394035435,0.04812081973068416
0.0001,0.1,2,0.0019191214987586136,7.219454460027919e-05
0.0001,0.1,3,7.132133282539144e-05,0.0005490950352395885
0.0001,0.1,4,4.9768501980906876e-05,0.00037246918691380415
0.0001,0.1,-1,8.124639862217009e-05,3.3304536202649615e-05
0.0001,0.2,1,0.0019148328065057285,0.04796030092984438
0.0001,0.2,2,0.001919086615089327,6.680647015855357e-05
0.0001,0.2,3,0.00012590973233272962,0.00047764749251655303
0.0001,0.2,4,4.162657472761566e-05,0.00019091150807071244
0.0001,0.2,-1,4.992114031665551e-05,1.4833122961022127e-05
0.0001,0.3,1,0.0019080793781540706,0.047956042224541306
0.0001,0.3,2,0.0019190828943465021,9.495749145571608e-05
0.0001,0.3,3,0.00012954188423464075,0.00029050597277091583
0.0001,0.3,4,5.0503295710768725e-05,0.0001746812940837117
0.0001,0.3,-1,5.089073960107271e-05,9.554468874739541e-06
0.0001,0.5,1,0.0019124780119454954,0.047918652184307575
0.0001,0.5,2,0.0019191117071386543,3.769277691390016e-05
0.0001,0.5,3,0.00011653226613361767,0.00015911624086584197
0.0001,0.5,4,4.8351601435570046e-05,0.00010207528202954563
0.0001,0.5,-1,5.608565032844126e-05,1.1302328374540593e-05
0.0001,1.0,1,0.0019090277683062595,0.04791070846840739
0.0001,1.0,2,0.0019190693410564563,5.476507840285194e-05
0.0001,1.0,3,0.00031914643022901146,0.0001629969174246071
0.0001,1.0,4,0.00010768660808935238,0.00012520408427008078
0.0001,1.0,-1,5.867751451660297e-05,1.0687665508157806e-05
0.0001,2.0,1,0.001915128510518116,0.04790525836870074
0.0001,2.0,2,0.0019190892389815417,3.773603407353221e-05
0.0001,2.0,3,0.0005172435121494345,6.615232882722921e-05
0.0001,2.0,4,0.00011690491692206706,4.8094487965499866e-05
0.0001,2.0,-1,5.478982200202154e-05,1.0023373818057735e-05
0.0001,3.0,1,0.001907727286379668,0.04790318850427866
0.0001,3.0,2,0.0019192794661648804,0.00014920452304068021
0.0001,3.0,3,0.0005247487588349031,2.84925559981275e-05
0.0001,3.0,4,0.00016263047564279987,4.3712516117011546e-05
0.0001,3.0,-1,4.97790052804703e-05,7.100940223381258e-06
0.0001,5.0,1,0.0019115973182124435,0.047902305610477924
0.0001,5.0,2,0.0019191194869563333,4.324192877902533e-05
0.0001,5.0,3,0.000601272338826675,3.238259910176566e-05
0.0001,5.0,4,0.00017920611435329192,2.616556912471424e-05
0.0001,5.0,-1,6.565070333408585e-05,1.4224554689690194e-05
0.0001,10.0,1,0.001911419954012672,0.04790134122595191
0.0001,10.0,2,0.0019191295314158197,0.0001227955790454871
0.0001,10.0,3,0.0005917907346884022,1.5244930125390965e-05
0.0001,10.0,4,0.00020661310918512754,2.142769915280951e-05
0.0001,10.0,-1,0.00016042845345509704,3.9286182662578994e-06
0.0001,100.0,1,0.001915002403620747,0.04790037660859525
0.0001,100.0,2,0.0019191089777450543,0.00010407896297692787
0.0001,100.0,3,0.0019191897417840664,3.04092544638479e-05
0.0001,100.0,4,0.000675517749186838,3.820713118329877e-06
0.0001,100.0,-1,0.0008451435205643065,3.828252163939894e-06
0.0001,0.0,,7.074360723891004e-05,0.0
