learning_rate,lambda_sym_max,symmetry_layer,test_task_loss,test_sym_loss
0.0001,0,1,5.0426670327397005e-05,355.7724208831787
0.0001,0,2,5.0426670327397005e-05,101.56472206115723
0.0001,0,3,5.0426670327397005e-05,19.192863643169403
0.0001,0,4,5.0426670327397005e-05,2.1083753183484077
0.0001,0,5,5.0426670327397005e-05,0.39854370057582855
0.0001,0,6,5.0426670327397005e-05,0.09051986318081617
0.0001,0,-1,5.0426670327397005e-05,2.7925907531312077e-05
0.0001,0.001,1,0.0031180331634459435,0.18805406615138054
0.0001,0.001,2,0.0031240996613632888,3.158474544306955e-05
0.0001,0.001,3,4.6194573258162563e-05,0.0182377933524549
0.0001,0.001,4,5.995026754135324e-05,0.00839133356930688
0.0001,0.001,5,6.334910847272113e-05,0.00695049436762929
0.0001,0.001,6,4.1859613816086494e-05,0.0020064569034730084
0.0001,0.001,-1,5.1785461550935e-05,1.9547072660941467e-05
0.0001,0.003,1,0.003094768145274429,0.04479949688538909
0.0001,0.003,2,0.003124112063233042,4.9384388148610014e-05
0.0001,0.003,3,5.951858344133143e-05,0.008424877014476806
0.0001,0.003,4,4.8785356511871214e-05,0.003415400075027719
0.0001,0.003,5,4.896909905482971e-05,0.0020954219726263545
0.0001,0.003,6,3.925720235997687e-05,0.0008574503917770926
0.0001,0.003,-1,5.545651976035515e-05,2.409879633091805e-05
0.0001,0.01,1,0.0031168079094641143,0.016991672397125512
0.0001,0.01,2,0.003124087781543494,1.540130534749551e-05
0.0001,0.01,3,5.7315256526635494e-05,0.0032701595191610977
0.0001,0.01,4,6.305819476892793e-05,0.0016327445991919376
0.0001,0.01,5,3.8389751182421605e-05,0.0007819108068360947
0.0001,0.01,6,3.51456349108048e-05,0.0003293519894214114
0.0001,0.01,-1,4.513480683954185e-05,1.9097123878708544e-05
0.0001,0.03,1,0.003121527150142356,0.01334828115068376
0.0001,0.03,2,0.0031240890793924336,7.294112208455772e-06
0.0001,0.03,3,6.804029123941291e-05,0.0014807108746026643
0.0001,0.03,4,5.5490455110884795e-05,0.000727428629033966
0.0001,0.03,5,4.694027273899337e-05,0.00034358424818492495
0.0001,0.03,6,3.6868622657948436e-05,0.00018787070303005748
0.0001,0.03,-1,5.021098149882164e-05,2.098879165401968e-05
0.0001,0.1,1,0.0031214028213071288,0.012977038917597383
0.0001,0.1,2,0.0031240977223205846,6.9233035162596934e-06
0.0001,0.1,3,5.13519086098313e-05,0.0004091484697710257
0.0001,0.1,4,7.293841360933584e-05,0.0002643330426508328
0.0001,0.1,5,4.037334480244681e-05,0.00014712112124470877
0.0001,0.1,6,3.08797000911909e-05,8.393667553718842e-05
0.0001,0.1,-1,4.331269411750327e-05,1.3584284900503008e-05
0.0001,0.2,1,0.003117958439361246,0.012965099303983152
0.0001,0.2,2,0.0031241023798429524,4.397887039431225e-06
0.0001,0.2,3,0.00010831775477981864,0.0002578779331088299
0.0001,0.2,4,7.083071648139594e-05,0.00019260544013377512
0.0001,0.2,5,3.7075497402838664e-05,8.27642415970331e-05
0.0001,0.2,6,3.36116224275429e-05,4.971314751855971e-05
0.0001,0.2,-1,3.500538099387995e-05,1.147583780181094e-05
0.0001,0.3,1,0.0031215853387038806,0.012945015507284552
0.0001,0.3,2,0.003124106870018295,6.044261397164519e-06
0.0001,0.3,3,0.00011058520431106444,0.00018720784282777458
0.0001,0.3,4,8.114539014059119e-05,0.000133369869672606
0.0001,0.3,5,4.151485751435757e-05,6.523126648971811e-05
0.0001,0.3,6,3.118717421557449e-05,3.817132676431356e-05
0.0001,0.3,-1,3.627955408092021e-05,1.0874622674350576e-05
0.0001,0.5,1,0.0031227607678374625,0.01294005406089127
0.0001,0.5,2,0.003124103021036717,3.480476522099707e-06
0.0001,0.5,3,0.00018222799741351992,0.0001347558086308709
0.0001,0.5,4,0.00011110414197901264,0.00010470468851053738
0.0001,0.5,5,4.6295509378069255e-05,4.296574911677453e-05
0.0001,0.5,6,2.817118087250492e-05,2.5327474133973737e-05
0.0001,0.5,-1,3.7582432810268074e-05,1.932257698911144e-05
0.0001,1.0,1,0.0031218776739478926,0.01293802761938423
0.0001,1.0,2,0.0031241009219229454,5.4981864536785e-06
0.0001,1.0,3,0.0003605850351959816,0.00013517188244804856
0.0001,1.0,4,0.00011305587986498722,5.60364130706148e-05
0.0001,1.0,5,6.530586665576266e-05,2.3476465912608546e-05
0.0001,1.0,6,4.1558231714589056e-05,1.540401072475106e-05
0.0001,1.0,-1,2.711813721134604e-05,1.301222108196498e-05
0.0001,2.0,1,0.0031194130242511164,0.012937847175635397
0.0001,2.0,2,0.003124098513580975,4.976004618129082e-06
0.0001,2.0,3,0.003123848209725111,2.0780682206122947e-06
0.0001,2.0,4,0.00013208827260768885,3.502497463614418e-05
0.0001,2.0,5,5.7156371724431665e-05,1.582461158022852e-05
0.0001,2.0,6,3.926113311081281e-05,7.484204843422049e-06
0.0001,2.0,-1,3.3641956576957455e-05,1.251041846828116e-05
0.0001,3.0,1,0.003123740585579071,0.012937266379594803
0.0001,3.0,2,0.0031241717897501076,2.4796083209821518e-05
0.0001,3.0,3,0.003124143127934076,4.2797551635942455e-07
0.0001,3.0,4,0.0001315662025263009,3.5265117503513466e-05
0.0001,3.0,5,5.482324013428297e-05,9.578390489650701e-06
0.0001,3.0,6,4.4729594947057194e-05,9.173003206797148e-06
0.0001,3.0,-1,4.0271912325806625e-05,5.76258300988286e-06
0.0001,5.0,1,0.003118613303740858,0.01293580059427768
0.0001,5.0,2,0.0031241606930052512,7.330813048156415e-06
0.0001,5.0,3,0.0031241595916071674,2.70418177850118e-08
0.0001,5.0,4,0.00017169926763926924,1.9219551177229732e-05
0.0001,5.0,5,0.00010635397910618849,6.515797394968104e-06
0.0001,5.0,6,7.334950885251601e-05,5.286077779942389e-06
0.0001,5.0,-1,6.569154652424913e-05,8.715559616234714e-06
0.0001,10.0,1,0.003118686279776739,0.012936139537487179
0.0001,10.0,2,0.0031241010838130023,8.79805597264749e-06
0.0001,10.0,3,0.0031241453580150846,2.4254325694528234e-06
0.0001,10.0,4,0.0006253012179513462,1.0968739672989614e-05
0.0001,10.0,5,0.00014016493059898494,5.056570742567601e-06
0.0001,10.0,6,0.00010694108277675696,3.0092763338984696e-06
0.0001,10.0,-1,5.742397456742765e-05,1.1289070902087417e-05
