learning_rate,lambda_sym_max,symmetry_layer,test_task_loss,test_sym_loss
0.0001,0,1,0.00010337190315112821,707.0692100524902
0.0001,0,2,0.00010337190315112821,305.44057273864746
0.0001,0,3,0.00010337190315112821,48.75503611564636
0.0001,0,4,0.00010337190315112821,5.171256005764008
0.0001,0,-1,0.00010337190315112821,4.6414531539085147e-05
0.0001,0.001,1,0.0035477262645144947,0.5823463685810566
0.0001,0.001,2,0.0035394586375332437,0.00013385867669057916
0.0001,0.001,3,5.423167715434829e-05,0.021548197604715824
0.0001,0.001,4,6.657536380316742e-05,0.007484651141567156
0.0001,0.001,-1,8.31150478006748e-05,4.26963384256851e-05
0.0001,0.003,1,0.003559378583304351,0.08107760362327099
0.0001,0.003,2,0.003538509301506565,7.83330065132759e-05
0.0001,0.003,3,6.60951493500761e-05,0.0097694112919271
0.0001,0.003,4,8.71726679179119e-05,0.005525138200027868
0.0001,0.003,-1,9.49225168369594e-05,5.5863033708192233e-05
0.0001,0.01,1,0.0035469646554702194,0.05551992589607835
0.0001,0.01,2,0.00353816326969536,7.792652604621253e-05
0.0001,0.01,3,7.6485479553412e-05,0.004347287176642567
0.0001,0.01,4,5.639376809085661e-05,0.0016312097068293951
0.0001,0.01,-1,0.00012453291424208146,6.066418484351743e-05
0.0001,0.03,1,0.003550281266143429,0.04956490336917341
0.0001,0.03,2,0.0035382336609472986,0.00014285858060247847
0.0001,0.03,3,4.952657320700382e-05,0.001493414405558724
0.0001,0.03,4,4.7665749775660515e-05,0.0006928831717232242
0.0001,0.03,-1,9.240577389846294e-05,4.195878270252251e-05
0.0001,0.1,1,0.0035469353388180025,0.04864364746026695
0.0001,0.1,2,0.0035382068908802466,0.00014093316212893114
0.0001,0.1,3,0.00011404198130549048,0.0011095204172306694
0.0001,0.1,4,5.308214269916789e-05,0.00030794518534094095
0.0001,0.1,-1,6.230827182207577e-05,2.922946541161764e-05
0.0001,0.2,1,0.003547302992956247,0.04861522070132196
0.0001,0.2,2,0.0035381766083446564,0.00019349424837855622
0.0001,0.2,3,6.67729621000035e-05,0.0004085560067323968
0.0001,0.2,4,5.109997539420874e-05,0.00019136453738610726
0.0001,0.2,-1,4.2436010630808596e-05,1.1640725048778222e-05
0.0001,0.3,1,0.0035490311038302025,0.048564562341198325
0.0001,0.3,2,0.003538223498253501,0.00015772598362673307
0.0001,0.3,3,6.496272339973075e-05,0.00027018270702683367
0.0001,0.3,4,4.908344340037729e-05,0.00012626752504729666
0.0001,0.3,-1,4.390284698274627e-05,1.4507476265634978e-05
0.0001,0.5,1,0.0035483052579365904,0.04854540899395943
0.0001,0.5,2,0.003538052500516642,0.000183459590516577
0.0001,0.5,3,9.115772331824701e-05,0.00017821935398387723
0.0001,0.5,4,8.039634781198401e-05,0.00014421977721212897
0.0001,0.5,-1,3.4181439900748956e-05,8.91697011695669e-06
0.0001,1.0,1,0.0035455319011816755,0.048530790489166975
0.0001,1.0,2,0.0035383363556320546,0.0001775647606336861
0.0001,1.0,3,0.00012634530276045552,0.00012108685814382625
0.0001,1.0,4,0.00018113180612999713,0.00020576647420966765
0.0001,1.0,-1,2.8168231040126557e-05,6.275804480537772e-06
0.0001,2.0,1,0.0035514386490831384,0.04852767079137266
0.0001,2.0,2,0.0035381389043322997,0.00010524606204853626
0.0001,2.0,3,0.000136152029654113,8.440882402283023e-05
0.0001,2.0,4,0.0001174499388980621,4.117402181691432e-05
0.0001,2.0,-1,5.1784319907710596e-05,1.2230455837425325e-05
0.0001,3.0,1,0.00354669573425781,0.048523412086069584
0.0001,3.0,2,0.003538165847203345,0.0002756729372777045
0.0001,3.0,3,0.00027569324811338447,7.983402019817731e-05
0.0001,3.0,4,0.000138836011501553,3.31749378119639e-05
0.0001,3.0,-1,7.023897205726826e-05,7.385895514744334e-06
0.0001,5.0,1,0.003547777007042896,0.048523496836423874
0.0001,5.0,2,0.003538275022947346,0.0002069594547720044
0.0001,5.0,3,0.0005023240055379574,0.00013519263393391157
0.0001,5.0,4,0.00012627257865460706,2.3702448174844903e-05
0.0001,5.0,-1,6.295822834090359e-05,1.1415729389341323e-05
0.0001,10.0,1,0.003549180530171725,0.04852340347133577
0.0001,10.0,2,0.003538240203852183,0.00011930611117350054
0.0001,10.0,3,0.0006479956700786715,5.4581316817348124e-05
0.0001,10.0,4,0.0001447590911993757,1.696196500233782e-05
0.0001,10.0,-1,6.039535605850688e-05,6.553099414219332e-06
0.0001,100.0,1,0.003547464775692788,0.04852275992743671
0.0001,100.0,2,0.003538100452715298,0.0001201706832034688
0.0001,100.0,3,0.003541169029631419,1.9899447011084703e-05
0.0001,100.0,4,0.0006674513865618792,2.9229866669311377e-06
0.0001,100.0,-1,0.000882834352523787,4.833264963366446e-06
0.0001,0.0,,0.00010337190315112821,0.0
