learning_rate,lambda_sym_max,symmetry_layer,test_task_loss,test_sym_loss
0.0001,0,1,0.00010784237599636981,362.3401985168457
0.0001,0,2,0.00010784237599636981,125.3408989906311
0.0001,0,3,0.00010784237599636981,34.76291632652283
0.0001,0,4,0.00010784237599636981,4.61428028345108
0.0001,0,5,0.00010784237599636981,0.45190191082656384
0.0001,0,6,0.00010784237599636981,0.09110963670536876
0.0001,0,-1,0.00010784237599636981,4.310903477744432e-05
0.0001,0.001,1,0.002437497441405867,0.2917066989466548
0.0001,0.001,2,0.0024270087697004783,6.302422616499825e-05
0.0001,0.001,3,6.289309146723099e-05,0.016207717766519636
0.0001,0.001,4,7.546987330897537e-05,0.009040307777468115
0.0001,0.001,5,6.49099608835968e-05,0.0037253397167660296
0.0001,0.001,6,7.540479759882146e-05,0.0021628152899211273
0.0001,0.001,-1,7.993624967639334e-05,4.1275226422499145e-05
0.0001,0.003,1,0.002434343770801206,0.07061417819932103
0.0001,0.003,2,0.002427133033052087,2.4532088332307467e-05
0.0001,0.003,3,8.607755233924763e-05,0.006863866321509704
0.0001,0.003,4,6.668308117241395e-05,0.003434687096159905
0.0001,0.003,5,0.00016794164594102767,0.003272707181167789
0.0001,0.003,6,6.683461083412112e-05,0.0010345773080189247
0.0001,0.003,-1,0.00011638697912985663,5.1869130686554854e-05
0.0001,0.01,1,0.0024280327334054164,0.02620775788091123
0.0001,0.01,2,0.0024271458823932335,1.797218180854543e-05
0.0001,0.01,3,0.00010035428908850008,0.0038319473387673497
0.0001,0.01,4,5.5069230597837304e-05,0.001415201521012932
0.0001,0.01,5,0.00031298073497509904,0.001216547767398879
0.0001,0.01,6,7.757476384995243e-05,0.0008390738876187243
0.0001,0.01,-1,5.9159703369005e-05,3.4887319742438194e-05
0.0001,0.03,1,0.0024285063823299424,0.01994008885230869
0.0001,0.03,2,0.0024270950457321305,3.183692047059594e-05
0.0001,0.03,3,8.779036625128356e-05,0.0013996742272865959
0.0001,0.03,4,0.00010096779237755982,0.0006742861914972309
0.0001,0.03,5,7.025093032098084e-05,0.000516578191309236
0.0001,0.03,6,0.0001972237103018415,0.0002582769493528758
0.0001,0.03,-1,8.401318018513848e-05,3.698176509203677e-05
