learning_rate,lambda_sym_max,symmetry_layer,test_task_loss,test_sym_loss
0.0001,0,1,5.160178886853828e-05,390.2210941314697
0.0001,0,2,5.160178886853828e-05,115.69336414337158
0.0001,0,3,5.160178886853828e-05,26.44394552707672
0.0001,0,4,5.160178886853828e-05,4.587839916348457
0.0001,0,5,5.160178886853828e-05,0.7369147054851055
0.0001,0,6,5.160178886853828e-05,0.09320205310359597
0.0001,0,-1,5.160178886853828e-05,2.6852594658066664e-05
0.0001,0.001,1,0.002213336989370873,0.4728273116052151
0.0001,0.001,2,0.0022139992252050433,3.258823051055515e-05
0.0001,0.001,3,6.830754523434734e-05,0.017900100094266236
0.0001,0.001,4,9.284916291107947e-05,0.014601478353142738
0.0001,0.001,5,8.794687721547234e-05,0.005742720182752237
0.0001,0.001,6,7.680796284148528e-05,0.002683677856111899
0.0001,0.001,-1,6.602051291793032e-05,3.011305389577501e-05
0.0001,0.003,1,0.0022185887792147696,0.09855032945051789
0.0001,0.003,2,0.002213974355981918,1.532001385839976e-05
0.0001,0.003,3,6.482049730038852e-05,0.008529585902579129
0.0001,0.003,4,6.054944412881014e-05,0.004110740657779388
0.0001,0.003,5,7.35268346261364e-05,0.0038613709766650572
0.0001,0.003,6,0.0001035806442359899,0.0022772828742745332
0.0001,0.003,-1,5.963578871615027e-05,3.085132961189174e-05
0.0001,0.01,1,0.0022133791753731202,0.034932563081383705
0.0001,0.01,2,0.002213970092270756,2.4876888232938654e-05
0.0001,0.01,3,6.906817657181819e-05,0.002837265215930529
0.0001,0.01,4,5.5172730526464875e-05,0.001527650616480969
0.0001,0.01,5,4.991360776784859e-05,0.0008380472208955325
0.0001,0.01,6,0.00010907521868830372,0.0012423071748344228
0.0001,0.01,-1,4.774582055233623e-05,3.146942555076748e-05
0.0001,0.03,1,0.0022132642297947314,0.034256406244821846
0.0001,0.03,2,0.0022139903630886693,1.667175069997029e-05
0.0001,0.03,3,5.240585073806869e-05,0.0011389627106836997
0.0001,0.03,4,5.1470549237819796e-05,0.000712930897861952
0.0001,0.03,5,6.420558622721728e-05,0.0004554806546366308
0.0001,0.03,6,4.282743691419455e-05,0.0001687184030743083
0.0001,0.03,-1,5.504893317720416e-05,2.2584320873875185e-05
0.0001,0.1,1,0.00221255451469915,0.03324870369397104
0.0001,0.1,2,0.0022139859065646306,2.0601326525593322e-05
0.0001,0.1,3,7.642297009624599e-05,0.0006508184560516383
0.0001,0.1,4,6.235045793800964e-05,0.0002775217053567758
0.0001,0.1,5,6.136940919532208e-05,0.00018265982726006769
0.0001,0.1,6,4.0389175637756125e-05,9.986861823563231e-05
0.0001,0.1,-1,5.3946035791341274e-05,2.8975063543157376e-05
0.0001,0.2,1,0.0022129820317786653,0.033178854384459555
0.0001,0.2,2,0.002213988369476283,1.9237088736190344e-05
0.0001,0.2,3,0.00015465031924577488,0.0003514144118526019
0.0001,0.2,4,6.668393837117037e-05,0.00018117583840648877
0.0001,0.2,5,4.9046383878703637e-05,8.394467909056402e-05
0.0001,0.2,6,4.0716787509609276e-05,4.428493355135288e-05
0.0001,0.2,-1,2.9371450807502697e-05,1.1548791960080962e-05
0.0001,0.3,1,0.0022131396326585673,0.03316446172539145
0.0001,0.3,2,0.002213977957580937,1.404929656700915e-05
0.0001,0.3,3,0.00010976181192745571,0.00023733886700938456
0.0001,0.3,4,5.642241114856006e-05,0.00011315256870148005
0.0001,0.3,5,4.150671566094388e-05,5.7680089867062634e-05
0.0001,0.3,6,5.9862121020159975e-05,5.361069372611382e-05
0.0001,0.3,-1,3.122775774500042e-05,1.0957014879409144e-05
0.0001,0.5,1,0.0022134342034405563,0.0331965503282845
0.0001,0.5,2,0.002213984163972782,1.9383769313208177e-05
0.0001,0.5,3,0.00024175770022338838,0.0001875766447483329
0.0001,0.5,4,5.599391352006933e-05,7.43900818633847e-05
0.0001,0.5,5,5.1520179908948194e-05,4.336504298407817e-05
0.0001,0.5,6,3.940752492326283e-05,2.5670617446849064e-05
0.0001,0.5,-1,1.953286198386195e-05,5.77543953284021e-06
0.0001,1.0,1,0.0022145189977891278,0.03315643477253616
0.0001,1.0,2,0.0022139915672596544,3.860306594560825e-05
0.0001,1.0,3,0.0005314279305821401,5.2433254722927813e-05
0.0001,1.0,4,8.718150229469757e-05,4.743563795273076e-05
0.0001,1.0,5,5.304674539274856e-05,2.1205763573561853e-05
0.0001,1.0,6,2.857045581095008e-05,1.4093564402628544e-05
0.0001,1.0,-1,2.03205434559095e-05,4.598332935756844e-06
0.0001,2.0,1,0.0022132302583486307,0.033153544063679874
0.0001,2.0,2,0.002213988071162021,4.3952946271019755e-05
0.0001,2.0,3,0.0022140062537800986,1.0453194327908477e-06
0.0001,2.0,4,0.00013535910716200306,2.9417775635920407e-05
0.0001,2.0,5,8.110758017210173e-05,1.3777322806163284e-05
0.0001,2.0,6,4.35276830330622e-05,1.1262193368111184e-05
0.0001,2.0,-1,4.085002342435473e-05,9.45803681418056e-06
0.0001,3.0,1,0.0022139523061923683,0.03315429575741291
0.0001,3.0,2,0.0022139989559946116,2.2124581050775305e-05
0.0001,3.0,3,0.0022139778593555093,1.4781284733089706e-05
0.0001,3.0,4,0.00017514774708615732,1.7818595324570197e-05
0.0001,3.0,5,6.738112119819561e-05,9.433020210281029e-06
0.0001,3.0,6,4.711730946382886e-05,9.226178093513226e-06
0.0001,3.0,-1,2.9230974860183778e-05,7.883434150812718e-06
0.0001,5.0,1,0.002213469346315833,0.033150526927784085
0.0001,5.0,2,0.00221397895438713,2.059482994809514e-05
0.0001,5.0,3,0.002213991498138057,3.6425146987539847e-06
0.0001,5.0,4,0.0003923988770111464,2.6834526465790987e-05
0.0001,5.0,5,0.00010069916402244417,1.1114037761217332e-05
0.0001,5.0,6,8.10951413541261e-05,1.3602141279989155e-05
0.0001,5.0,-1,8.1045004662883e-05,1.87705060241683e-05
0.0001,10.0,1,0.0022140678265714087,0.03315049479715526
0.0001,10.0,2,0.0022139877728477586,4.102735420019599e-05
0.0001,10.0,3,0.002213976280472707,6.003818118216486e-07
0.0001,10.0,4,0.002214015577919781,1.5237007300328287e-07
