learning_rate,lambda_sym_max,symmetry_layer,test_task_loss,test_sym_loss
0.0003,0.1,1,0.002529185225284891,2.256032707870226e-09
0.0003,0.1,2,0.002532546230213484,1.594486377598514e-05
0.0003,0.1,3,3.675212951748108e-05,0.0004981726578989765
0.0003,0.1,4,2.384837154068009e-05,9.606791218175204e-05
0.0003,0.1,5,4.991362413875322e-05,6.569977244907932e-05
0.0003,0.1,6,2.952589750293555e-05,4.952234974098246e-05
0.0003,0.1,-1,5.8348942843622353e-05,2.2321497425537018e-05
0.0003,0.5,1,0.002529374021833064,1.890833545292736e-08
0.0003,0.5,2,0.0025324449998151977,4.543065358575404e-06
0.0003,0.5,3,4.390051003611006e-05,0.00011941583943553269
0.0003,0.5,4,3.4473033508675144e-05,2.681191404008132e-05
0.0003,0.5,5,3.807353880347364e-05,1.642016286496073e-05
0.0003,0.5,6,3.942798110756485e-05,1.582657117182862e-05
0.0003,0.5,-1,6.550197008436953e-05,1.5573624970954825e-05
0.0003,1.0,1,0.002530348028813023,2.7053128803800064e-07
0.0003,1.0,2,0.0025323467707494274,9.038150096785103e-06
0.0003,1.0,3,0.00010859673739105347,9.972887573894695e-05
0.0003,1.0,4,3.277341147622792e-05,1.9467630352210108e-05
0.0003,1.0,5,5.362958472687751e-05,8.450768589796098e-06
0.0003,1.0,6,4.316761169320671e-05,1.2778157895354525e-05
0.0003,1.0,-1,2.3527043197191233e-05,9.778316496067418e-06
0.0003,0.0,,3.9166642295640486e-05,0.0
