learning_rate,lambda_sym_max,symmetry_layer,test_task_loss,test_sym_loss
0.0003,0.1,1,0.0019305178757349495,3.778275928234542e-09
0.0003,0.1,2,0.001924780317949626,0.0002700011355045717
0.0003,0.1,3,7.065846170917212e-05,0.00045261732338985894
0.0003,0.1,4,4.7799955041227804e-05,0.00013446495177049655
0.0003,0.1,5,0.00010251382707338053,9.242436772183282e-05
0.0003,0.1,6,0.00017624956717554596,0.00019374153316675802
0.0003,0.1,-1,4.166929261373298e-05,1.6738397306426123e-05
0.0003,0.5,1,0.0019299798061638285,8.17227424620981e-09
0.0003,0.5,2,0.001924840916217363,0.00025299336448370013
0.0003,0.5,3,9.915739428834058e-05,0.00013746118247581762
0.0003,0.5,4,8.436153666480095e-05,0.00011030670430045575
0.0003,0.5,5,2.8565608943154075e-05,1.1481830995307973e-05
0.0003,0.5,6,4.415693001647014e-05,1.4443007700037924e-05
0.0003,0.5,-1,4.4647650895512925e-05,1.1638967365001918e-05
0.0003,1.0,1,0.0019270824052455282,4.745661669192103e-09
0.0003,1.0,2,0.0019247708698912902,0.0003299560776213184
0.0003,1.0,3,6.889140490784484e-05,0.00017623379426368047
0.0003,1.0,4,6.075982787479006e-05,2.1374598361489916e-05
0.0003,1.0,5,3.4403764004764525e-05,6.347215915525339e-06
0.0003,1.0,6,4.432760488271015e-05,6.925022773884848e-06
0.0003,1.0,-1,4.47725707886093e-05,1.1047235936700872e-05
0.0003,0.0,,9.515273177385097e-05,0.0
