learning_rate,lambda_sym_max,symmetry_layer,test_task_loss,test_sym_loss
0.0001,0,1,6.814892486772806e-05,761.1446762084961
0.0001,0,2,6.814892486772806e-05,315.437707901001
0.0001,0,3,6.814892486772806e-05,60.18119692802429
0.0001,0,4,6.814892486772806e-05,6.450563371181488
0.0001,0,-1,6.814892486772806e-05,2.9676806619249874e-05
0.0001,0.001,1,0.002773865011477028,0.13158435048535466
0.0001,0.001,2,0.001436219386960147,0.5231248810887337
0.0001,0.001,3,4.528673196091404e-05,0.025831310311332345
0.0001,0.001,4,3.545178469721577e-05,0.008932666503824294
0.0001,0.001,-1,9.254855569906795e-05,4.123200713479491e-05
0.0001,0.003,1,0.0027865264419233426,0.06901007797569036
0.0001,0.003,2,0.0027703007635864196,4.754990914079826e-05
0.0001,0.003,3,9.356700354601344e-05,0.01121940353186801
0.0001,0.003,4,4.599267674620933e-05,0.0043395150860305876
0.0001,0.003,-1,7.155780429002334e-05,3.614207133750824e-05
0.0001,0.01,1,0.0027774015979957767,0.05147926975041628
0.0001,0.01,2,0.0027704829881258775,3.817249762505526e-05
0.0001,0.01,3,6.029786311501084e-05,0.0038471105362987146
0.0001,0.01,4,6.661369366156578e-05,0.0019370439695194364
0.0001,0.01,-1,6.615668092990745e-05,2.6330078156888703e-05
0.0001,0.03,1,0.002772318306597299,0.04749355302192271
0.0001,0.03,2,0.0027707166664185934,2.3190913566395466e-05
0.0001,0.03,3,7.557435037597315e-05,0.0024162245681509376
0.0001,0.03,4,4.931483351811039e-05,0.0008779522977420129
0.0001,0.03,-1,6.95066240155029e-05,2.3139685424666823e-05
0.0001,0.1,1,0.002776578721750411,0.04608470783568919
0.0001,0.1,2,0.00277069844014477,5.8642521253204904e-05
0.0001,0.1,3,7.618801333819647e-05,0.0010572774808679242
0.0001,0.1,4,4.614075328390754e-05,0.00036313456985226367
0.0001,0.1,-1,5.090112551897619e-05,1.8056389393450445e-05
0.0001,0.2,1,0.002774666609184351,0.04600392212159932
0.0001,0.2,2,0.002770698296444607,2.9277917064973735e-05
0.0001,0.2,3,0.00011451516633087522,0.0004316967861086596
0.0001,0.2,4,5.669544503916768e-05,0.00021469782677741023
0.0001,0.2,-1,4.23015853243669e-05,1.4331169310821679e-05
0.0001,0.3,1,0.0027844923806696897,0.045963542303070426
0.0001,0.3,2,0.002770731143755256,1.7497123508292134e-05
0.0001,0.3,3,0.00016562029384203925,0.0004513955645961687
0.0001,0.3,4,6.408779921684982e-05,0.0001942608987519634
0.0001,0.3,-1,5.7452243027000804e-05,3.093679814014649e-05
0.0001,0.5,1,0.0027763875823438866,0.04595128959044814
0.0001,0.5,2,0.002770648605292081,5.241041003500868e-05
0.0001,0.5,3,0.00015004526528628048,0.00021563780137512367
0.0001,0.5,4,8.599924979080242e-05,0.00014699279699925683
0.0001,0.5,-1,4.221321580644144e-05,1.4074990247081587e-05
0.0001,1.0,1,0.002778227182716364,0.04594430094584823
0.0001,1.0,2,0.002770747956674313,5.744374470850744e-05
0.0001,1.0,3,0.0001843330805968435,0.00011816573532996699
0.0001,1.0,4,0.00010540164146277675,8.307734879053896e-05
0.0001,1.0,-1,8.289094535030017e-05,5.207156704045701e-05
0.0001,2.0,1,0.0027779207139246864,0.04594004573300481
0.0001,2.0,2,0.002770381481241202,3.410323040498042e-05
0.0001,2.0,3,0.0002433193728847982,6.514221308862034e-05
0.0001,2.0,4,0.00012939783493948198,4.2031560269606416e-05
0.0001,2.0,-1,4.623129973424511e-05,2.160560934072464e-05
0.0001,3.0,1,0.0027747485037252773,0.045939645962789655
0.0001,3.0,2,0.002770579709249432,3.203561686859757e-05
0.0001,3.0,3,0.0003824265086223022,7.774463392706821e-05
0.0001,3.0,4,0.00014461128500897757,5.911842913519649e-05
0.0001,3.0,-1,5.400674774591607e-05,1.6575658946749172e-05
0.0001,5.0,1,0.002776330149572459,0.04593877075240016
0.0001,5.0,2,0.0027707535919034854,4.15107385833835e-05
0.0001,5.0,3,0.0006314095048765012,5.37970311142999e-05
0.0001,5.0,4,0.00015619750956830103,3.226867261219013e-05
0.0001,5.0,-1,4.519193259966414e-05,1.4952450172245335e-05
0.0001,10.0,1,0.0027781376466009533,0.04593836539424956
0.0001,10.0,2,0.002770500994301983,3.475522839835321e-05
0.0001,10.0,3,0.0006920532723597717,2.384652930231823e-05
0.0001,10.0,4,0.00018502338525649975,1.9785367612712434e-05
0.0001,10.0,-1,0.00014699826306241448,1.733915636492611e-05
0.0001,100.0,1,0.0027743617829401046,0.045938009629026055
0.0001,100.0,2,0.002770615714325686,3.0071884680182848e-05
0.0001,100.0,3,0.002769820945104584,2.4063845955879515e-06
0.0001,100.0,4,0.002770644896372687,5.712987222183941e-09
0.0001,100.0,-1,0.0012198304939374793,5.307880686089561e-06
0.0001,0.0,,6.814892486772806e-05,0.0
