learning_rate,lambda_sym_max,symmetry_layer,test_task_loss,test_sym_loss
0.0001,0,1,4.111818424235025e-05,371.7745609283447
0.0001,0,2,4.111818424235025e-05,107.69761848449707
0.0001,0,3,4.111818424235025e-05,18.158794164657593
0.0001,0,4,4.111818424235025e-05,2.458385720849037
0.0001,0,5,4.111818424235025e-05,0.5202659610658884
0.0001,0,6,4.111818424235025e-05,0.09732162393629551
0.0001,0,-1,4.111818424235025e-05,1.7629984284894817e-05
0.0001,0.001,1,0.0019181759453203995,0.2591156978160143
0.0001,0.001,2,0.001685314578935504,0.20394322462379932
0.0001,0.001,3,6.724614081576874e-05,0.022739584441296756
0.0001,0.001,4,5.5719310410040634e-05,0.011444641218986362
0.0001,0.001,5,3.410845141615937e-05,0.005114580038934946
0.0001,0.001,6,3.693622463174506e-05,0.002248456730740145
0.0001,0.001,-1,5.413068868165283e-05,2.014790084103879e-05
0.0001,0.003,1,0.0019158586246703635,0.1010665730573237
0.0001,0.003,2,0.001728670561533363,0.06575205223634839
0.0001,0.003,3,5.4604766319243936e-05,0.008312040095916018
0.0001,0.003,4,4.610887162925792e-05,0.004403248574817553
0.0001,0.003,5,3.834146366443747e-05,0.002386815205682069
0.0001,0.003,6,4.6844185021654994e-05,0.001440371634089388
0.0001,0.003,-1,4.746900754071248e-05,1.721023301115565e-05
0.0001,0.01,1,0.0019144877142025507,0.022802487015724182
0.0001,0.01,2,0.001919377566082403,1.214119998849128e-05
0.0001,0.01,3,5.998988820010709e-05,0.0029519936069846153
0.0001,0.01,4,4.3456770413285994e-05,0.0016636381697026081
0.0001,0.01,5,2.9144764653210586e-05,0.0009917842726281378
0.0001,0.01,6,3.129478562868826e-05,0.000514021749040694
0.0001,0.01,-1,4.7031636881911254e-05,2.0810255875858275e-05
0.0001,0.03,1,0.001914011269036564,0.022289920481853187
0.0001,0.03,2,0.0019191709734514006,2.595022522200452e-06
0.0001,0.03,3,3.809144971000933e-05,0.0012823547149309888
0.0001,0.03,4,4.001933217523401e-05,0.000793831524788402
0.0001,0.03,5,3.910319566102771e-05,0.0004531254144239938
0.0001,0.03,6,3.10109647898571e-05,0.0002607829546832363
0.0001,0.03,-1,4.248442758125748e-05,1.4863126068576094e-05
0.0001,0.1,1,0.0019136164673909661,0.02205955353565514
0.0001,0.1,2,0.0019193330508642248,1.3749248296335281e-05
0.0001,0.1,3,4.3178217765671434e-05,0.0005245814645604696
0.0001,0.1,4,3.976929838245269e-05,0.00034464069358364213
0.0001,0.1,5,3.220237724121944e-05,0.00018388462103757774
0.0001,0.1,6,3.6768834206668544e-05,0.00014492449508907157
0.0001,0.1,-1,2.8928522795013123e-05,9.742833356085612e-06
0.0001,0.2,1,0.0019163073902745964,0.0220175659051165
0.0001,0.2,2,0.0019193650214219815,6.398793516382284e-06
0.0001,0.2,3,6.694939497720043e-05,0.000246460925154679
0.0001,0.2,4,4.6516468842128234e-05,0.0002142765433745808
0.0001,0.2,5,3.3803202569515634e-05,9.436594700673595e-05
0.0001,0.2,6,2.723794034409366e-05,5.411847610048426e-05
0.0001,0.2,-1,2.9897854062710394e-05,9.419429900958676e-06
0.0001,0.3,1,0.0019150761700075236,0.021986533189192414
0.0001,0.3,2,0.0019193653970432933,4.703839721287295e-06
0.0001,0.3,3,5.683452684479562e-05,0.00020507564568106318
0.0001,0.3,4,6.062992054012284e-05,0.00018700282362260623
0.0001,0.3,5,3.392489787756858e-05,7.732981748631573e-05
0.0001,0.3,6,2.7151692279403505e-05,3.459378149273107e-05
0.0001,0.3,-1,2.8006071943309507e-05,7.434400039585398e-06
0.0001,0.5,1,0.0019151528704242082,0.02199907531030476
