learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,0.00010390604006715876,5.015130784613575e-05,1.1248462548962834e-05
0.0001,0.5,0.5,8.265156066045165e-05,5.5413560858141864e-05,8.145480045129716e-06
