learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,0.00012722443534585182,8.143577429109428e-05,8.052033777516954e-06
0.0001,0.5,0.5,7.895988687778299e-05,0.00010956541746054427,6.343182533896652e-06
