learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,6.275914802245097e-05,2.4663436477112555e-05,8.397165487394886e-06
0.0001,0.5,0.5,5.5198964901137515e-05,3.2935914191511984e-05,8.44618463702318e-06
