learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,0.00013382622455537785,7.077709119585052e-05,6.390339692075031e-06
0.0001,0.5,0.5,8.264994949058746e-05,9.512246515441802e-05,5.463988465237435e-06
