learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,5.12663924610024e-05,3.6965362937735335e-05,1.1921400737691101e-05
0.0001,0.5,0.5,5.8131166440489324e-05,5.042576401592669e-05,1.2437543132293172e-05
