learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,9.16334524845297e-05,2.7790318142706383e-05,5.46105294318977e-06
0.0001,0.5,0.5,6.0179135857652e-05,5.14879942556945e-05,8.08795531881401e-06
