learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,8.090150743100821e-05,5.42260211204848e-05,5.196328935141992e-06
0.0001,0.5,0.5,6.625837090723508e-05,7.318239454434661e-05,5.321942346370179e-06
