learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,7.956292563449097e-05,6.564893237737124e-05,7.355475318604476e-06
0.0001,0.5,0.5,6.363922670971078e-05,8.466440090160177e-05,6.044814554684308e-06
