learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,7.551826286089636e-05,7.769904186716303e-05,6.576858776696781e-06
0.0001,0.5,0.5,5.980041100883682e-05,0.00012950962945978972,7.919263012468036e-06
