learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,6.732594920322299e-05,3.253580371165299e-05,8.585929890614352e-06
0.0001,0.5,0.5,5.4114126214699354e-05,4.0971394582811627e-05,7.80674917422175e-06
