learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,0.0001140207148182526,6.954879859222274e-05,4.159425301963893e-06
0.0001,0.5,0.5,8.788445711616077e-05,0.00011079678279202199,5.315552890294839e-06
