learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,4.126250996705494e-05,1.6529987590274686e-05,5.724954409203065e-06
0.0001,0.5,0.5,3.556872871968153e-05,2.6052709074519953e-05,6.145961169323755e-06
