learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,8.759806109992496e-05,5.1667663456100854e-05,4.267318072237458e-06
0.0001,0.5,0.5,5.665111427788361e-05,8.40420980239287e-05,4.914392334853801e-06
