learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,4.144021954743948e-05,1.7496952807505295e-05,5.624358847100552e-06
0.0001,0.5,0.5,3.349172675370937e-05,3.4877569191849034e-05,1.0887350946120478e-05
