learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,5.4470223915359384e-05,4.424174721862073e-05,4.074913301010952e-06
0.0001,0.5,0.5,4.3872318087778694e-05,6.552468630616204e-05,3.8305041112352e-06
