learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,7.529707636422245e-05,2.5535111774388497e-05,3.992008409170467e-06
0.0001,0.5,0.5,4.835472134345764e-05,4.0847220930118056e-05,5.792478127375489e-06
