learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,8.066853825994258e-05,5.3233340395308915e-05,5.000646748243298e-06
0.0001,0.5,0.5,6.27496409606465e-05,8.976805429483647e-05,6.200220258989475e-06
