learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,7.168869774432096e-05,2.659367407886748e-05,6.624133732202608e-06
0.0001,0.5,0.5,5.3694723419539514e-05,4.221353128741612e-05,9.297565711108291e-06
