learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,4.349272165882212e-05,2.669811510713771e-05,1.1028675139357347e-05
0.0001,0.5,0.5,4.6597755158472864e-05,2.494877458047995e-05,7.248804003268106e-06
