learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,9.334522087556252e-05,6.056466827430995e-05,5.9557539060506315e-06
0.0001,0.5,0.5,6.517054612231732e-05,9.345779653813224e-05,6.774308850765465e-06
