learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,0.00010226388042156032,5.091593573069986e-05,4.696091175482309e-06
0.0001,0.5,0.5,7.466215106433083e-05,9.19293734114035e-05,8.537643768846692e-06
