learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,0.00010361557860960602,7.12117516741273e-05,6.248677996367746e-06
0.0001,0.5,0.5,7.232878147078736e-05,0.00011355797232681653,8.32356233715359e-06
