learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,5.4815234193483775e-05,2.1636240035149967e-05,5.605378611051037e-06
0.0001,0.5,0.5,4.0775362776912516e-05,3.235251040223375e-05,5.173820561310549e-06
