learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,3.8601740470767254e-05,2.3124071759639264e-05,6.877137982641557e-06
0.0001,0.5,0.5,4.203271373626194e-05,2.102172982176853e-05,3.826213571755943e-06
