learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,4.561870287034253e-05,3.493588576475304e-05,1.2858796566206365e-05
0.0001,0.5,0.5,5.776342231911258e-05,5.092916899229749e-05,1.4935274606386884e-05
