learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,4.684563873524894e-05,2.3775492337563264e-05,6.514935595447469e-06
0.0001,0.5,0.5,5.9291478919476504e-05,3.350593931372714e-05,6.491640835548651e-06
