learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,4.817666717826796e-05,3.192266592577653e-05,1.1922868386804453e-05
0.0001,0.5,0.5,4.5207902871879924e-05,4.231802745380264e-05,1.1717637953267968e-05
